juntar(9436, 3089);
juntar(8334, 5881);
juntar(6429, 2710);
juntar(5249, 6306);
juntar(3805, 1520);
juntar(1013, 1157);
juntar(2721, 3444);
juntar(5895, 1407);
juntar(7404, 6893);
juntar(2390, 2811);
juntar(4388, 1073);
juntar(3477, 1767);
juntar(3007, 9743);
juntar(1302, 5596);
juntar(4432, 9028);
juntar(5181, 7926);
juntar(3029, 7690);
juntar(9875, 3244);
juntar(6717, 3744);
juntar(1272, 4663);
juntar(4873, 8266);
juntar(6750, 5478);
juntar(3381, 5826);
juntar(1842, 8198);
juntar(6410, 1121);
juntar(3089, 4362);
juntar(3666, 3022);
juntar(9391, 4715);
juntar(6, 572);
juntar(620, 2066);
juntar(1551, 211);
juntar(2765, 8513);
juntar(8732, 9949);
juntar(3466, 4622);
juntar(2067, 4095);
juntar(445, 625);
juntar(881, 1683);
juntar(8025, 8725);
juntar(8683, 2791);
juntar(3715, 1202);
juntar(1443, 9573);
juntar(7667, 1165);
juntar(6643, 3018);
juntar(2691, 1509);
juntar(1643, 2197);
juntar(1484, 2954);
juntar(9627, 80);
juntar(738, 3826);
juntar(211, 8882);
juntar(8872, 2720);
juntar(9644, 8324);
juntar(5280, 95);
juntar(2476, 2212);
juntar(4191, 6430);
juntar(2507, 2295);
juntar(5498, 2625);
juntar(5955, 3492);
juntar(8261, 3029);
juntar(3802, 1258);
juntar(9945, 2671);
juntar(3542, 130);
juntar(5964, 8051);
juntar(2712, 2291);
juntar(9563, 5223);
juntar(7944, 6372);
juntar(1690, 9775);
juntar(3598, 9656);
juntar(4132, 801);
juntar(3492, 1345);
juntar(6903, 4999);
juntar(7701, 621);
juntar(2638, 7599);
juntar(3966, 845);
juntar(6572, 4010);
juntar(9863, 450);
juntar(583, 9789);
juntar(7548, 1817);
juntar(3733, 6798);
juntar(7637, 1740);
juntar(9740, 300);
juntar(2569, 978);
juntar(3938, 5108);
juntar(2686, 5808);
juntar(8358, 8906);
juntar(148, 1520);
juntar(3844, 7388);
juntar(6832, 6329);
juntar(2324, 8928);
juntar(2374, 4347);
juntar(708, 6206);
juntar(7654, 7903);
juntar(303, 8379);
juntar(7171, 2783);
juntar(2035, 206);
juntar(1018, 4765);
juntar(8344, 3874);
juntar(3451, 2198);
juntar(7150, 5171);
juntar(403, 7321);
juntar(1972, 8123);
juntar(2726, 8508);
juntar(4941, 1271);
juntar(5437, 6712);
juntar(6272, 4317);
juntar(5774, 1976);
juntar(4533, 6059);
juntar(4494, 97);
juntar(6978, 3249);
juntar(5518, 5273);
juntar(8161, 5282);
juntar(8754, 1854);
juntar(8054, 1473);
juntar(9741, 7244);
juntar(7979, 6095);
juntar(7608, 8387);
juntar(3807, 1320);
juntar(9771, 6313);
juntar(1086, 9720);
juntar(7780, 6752);
juntar(6011, 6110);
juntar(3766, 9988);
juntar(9509, 3152);
juntar(1062, 9770);
juntar(9065, 6361);
juntar(5739, 9394);
juntar(4413, 1956);
juntar(8032, 2846);
juntar(8691, 5318);
juntar(3944, 299);
juntar(6284, 8741);
juntar(7648, 183);
juntar(2174, 4638);
juntar(4772, 4558);
juntar(5360, 4375);
juntar(5097, 575);
juntar(661, 3530);
juntar(777, 8440);
juntar(9043, 1510);
juntar(2783, 5493);
juntar(6515, 7186);
juntar(3963, 6761);
juntar(5578, 2498);
juntar(1828, 4642);
juntar(1247, 2814);
juntar(7983, 4294);
juntar(5733, 6248);
juntar(3990, 6697);
juntar(2016, 4099);
juntar(5358, 8383);
juntar(6752, 1119);
juntar(6353, 5405);
juntar(7219, 7410);
juntar(8367, 9202);
juntar(5335, 3399);
juntar(3695, 3755);
juntar(4179, 5574);
juntar(4739, 6634);
juntar(8902, 3447);
juntar(5908, 1404);
juntar(4421, 7534);
juntar(1765, 5172);
juntar(6892, 4081);
juntar(344, 3060);
juntar(4567, 4718);
juntar(4982, 832);
juntar(6378, 8254);
juntar(1491, 8019);
juntar(3344, 7433);
juntar(54, 6481);
juntar(8721, 5619);
juntar(2837, 3538);
juntar(7717, 7108);
juntar(8975, 4567);
juntar(6553, 34);
juntar(8331, 7263);
juntar(3650, 2704);
juntar(4241, 8655);
juntar(2827, 2579);
juntar(3292, 6379);
juntar(9514, 2112);
juntar(7116, 7750);
juntar(6204, 7169);
juntar(7185, 3704);
juntar(2636, 1865);
juntar(8617, 9831);
juntar(9517, 8312);
juntar(3117, 3403);
juntar(2005, 969);
juntar(4376, 3545);
juntar(598, 3103);
juntar(1450, 1525);
juntar(2644, 7191);
juntar(6977, 9510);
juntar(7196, 2008);
juntar(7413, 9061);
juntar(9652, 6617);
juntar(1934, 5176);
juntar(266, 5520);
juntar(5095, 7711);
juntar(2421, 9797);
juntar(5919, 9677);
juntar(2372, 6254);
juntar(2692, 1064);
juntar(2045, 297);
juntar(8385, 7630);
juntar(474, 8539);
juntar(6416, 6375);
juntar(7419, 3990);
juntar(210, 3322);
juntar(4845, 104);
juntar(2913, 4648);
juntar(8043, 9894);
juntar(5509, 9231);
juntar(8390, 2902);
juntar(2611, 9210);
juntar(4038, 5874);
juntar(5219, 5328);
juntar(3104, 2655);
juntar(8846, 5472);
juntar(6374, 5052);
juntar(3623, 8102);
juntar(2951, 9188);
juntar(176, 7080);
juntar(2827, 1210);
juntar(1422, 756);
juntar(4905, 2127);
juntar(5749, 6145);
juntar(7673, 4040);
juntar(1495, 8514);
juntar(2415, 9020);
juntar(6116, 7743);
juntar(5615, 7538);
juntar(5983, 5498);
juntar(8055, 5460);
juntar(4367, 1393);
juntar(2969, 7375);
juntar(5828, 2104);
juntar(4615, 9285);
juntar(4981, 4699);
juntar(1597, 5557);
juntar(6396, 4328);
juntar(6386, 3408);
juntar(256, 6851);
juntar(3613, 3205);
juntar(5321, 8994);
juntar(4909, 4366);
juntar(6726, 2183);
juntar(7359, 4760);
juntar(1204, 1322);
juntar(5929, 6148);
juntar(6422, 6491);
juntar(7657, 9450);
juntar(4293, 3779);
juntar(6825, 1374);
juntar(381, 1282);
juntar(5857, 8326);
juntar(2786, 7671);
juntar(6275, 4396);
juntar(4278, 3686);
juntar(7674, 7698);
juntar(881, 1404);
juntar(396, 3393);
juntar(8552, 2188);
juntar(9333, 2278);
juntar(7213, 1873);
juntar(2141, 1027);
juntar(7934, 903);
juntar(5024, 3864);
juntar(4807, 7920);
juntar(3196, 5732);
juntar(7734, 7581);
juntar(1178, 3883);
juntar(6178, 7304);
juntar(128, 8208);
juntar(6789, 3028);
juntar(5567, 601);
juntar(9718, 1129);
juntar(9070, 185);
juntar(9447, 2153);
juntar(1745, 4332);
juntar(5994, 2181);
juntar(5667, 5036);
juntar(1462, 9326);
juntar(1821, 6471);
juntar(5094, 6106);
juntar(9560, 2297);
juntar(7200, 3251);
juntar(3100, 653);
juntar(8659, 6897);
juntar(5171, 681);
juntar(8026, 9035);
juntar(6563, 6877);
juntar(2722, 605);
juntar(3023, 6637);
juntar(4258, 7668);
juntar(7727, 1904);
juntar(9998, 3749);
juntar(8379, 8043);
juntar(5575, 5590);
juntar(2876, 1749);
juntar(2752, 5349);
juntar(6445, 5086);
juntar(7250, 9556);
juntar(6169, 4606);
juntar(9874, 4041);
juntar(5891, 2914);
juntar(2109, 4481);
juntar(5646, 4988);
juntar(4310, 4205);
juntar(4958, 3122);
juntar(580, 4474);
juntar(8622, 2448);
juntar(9461, 7573);
juntar(6903, 3645);
juntar(3730, 9743);
juntar(9497, 667);
juntar(5693, 9235);
juntar(4039, 9123);
juntar(6666, 4575);
juntar(5469, 5242);
juntar(599, 9514);
juntar(2134, 6324);
juntar(2175, 4082);
juntar(8176, 998);
juntar(9124, 5637);
juntar(9416, 1670);
juntar(7004, 9915);
juntar(1763, 2135);
juntar(2212, 9657);
juntar(6954, 464);
juntar(5649, 7629);
juntar(384, 1041);
juntar(5085, 1566);
juntar(9664, 9863);
juntar(9040, 906);
juntar(653, 4082);
juntar(8799, 9052);
juntar(9700, 191);
juntar(8001, 329);
juntar(7046, 5190);
juntar(1215, 7834);
juntar(6494, 1640);
juntar(3875, 6894);
juntar(758, 579);
juntar(5994, 9031);
juntar(191, 5949);
juntar(1196, 2967);
juntar(5036, 399);
juntar(784, 2502);
juntar(7746, 5112);
juntar(9780, 5873);
juntar(2481, 5648);
juntar(8196, 7610);
juntar(3439, 1706);
juntar(6131, 1818);
juntar(2338, 1177);
juntar(5732, 5346);
juntar(8065, 7893);
juntar(6539, 331);
juntar(8275, 8083);
juntar(3273, 8271);
juntar(3555, 2673);
juntar(6753, 1936);
juntar(9660, 1338);
juntar(9281, 7208);
juntar(2286, 9454);
juntar(5608, 4229);
juntar(1849, 954);
juntar(9332, 6136);
juntar(2846, 8523);
juntar(2505, 4077);
juntar(3485, 7509);
juntar(3117, 9234);
juntar(6500, 1468);
juntar(1097, 6114);
juntar(1323, 5368);
juntar(8558, 6513);
juntar(1118, 7131);
juntar(4097, 248);
juntar(5578, 9393);
juntar(4141, 6989);
juntar(1830, 1175);
juntar(6567, 3361);
juntar(1324, 3489);
juntar(3132, 835);
juntar(159, 3806);
juntar(7584, 2899);
juntar(3927, 1791);
juntar(5790, 4462);
juntar(5889, 2751);
juntar(2656, 2555);
juntar(9035, 5814);
juntar(8209, 4973);
juntar(8431, 1043);
juntar(1780, 2734);
juntar(136, 3389);
juntar(8934, 2941);
juntar(6941, 1685);
juntar(517, 996);
juntar(9178, 7708);
juntar(6973, 4939);
juntar(950, 3777);
juntar(3978, 171);
juntar(8266, 7289);
juntar(7337, 9790);
juntar(5759, 7158);
juntar(6082, 4347);
juntar(2953, 195);
juntar(2758, 4965);
juntar(9364, 5146);
juntar(9002, 5421);
juntar(112, 8310);
juntar(2688, 2087);
juntar(168, 7442);
juntar(142, 5407);
juntar(5917, 12);
juntar(3243, 2972);
juntar(7226, 7766);
juntar(6571, 2206);
juntar(1932, 2042);
juntar(4205, 166);
juntar(7299, 3298);
juntar(9252, 9020);
juntar(9810, 3913);
juntar(1718, 8416);
juntar(5460, 5501);
juntar(1989, 113);
juntar(7623, 656);
juntar(7815, 6023);
juntar(8519, 4379);
juntar(2450, 8116);
juntar(3322, 2239);
juntar(411, 7519);
juntar(3023, 759);
juntar(5152, 570);
juntar(3334, 476);
juntar(9887, 1619);
juntar(2077, 3654);
juntar(8803, 5890);
juntar(6813, 6739);
juntar(901, 885);
juntar(7769, 2283);
juntar(2873, 1470);
juntar(8536, 6305);
juntar(559, 2058);
juntar(8429, 4823);
juntar(772, 9101);
juntar(5973, 7651);
juntar(6586, 8493);
juntar(2499, 8451);
juntar(9537, 5413);
juntar(8523, 7513);
juntar(1613, 8651);
juntar(3264, 7755);
juntar(8390, 7521);
juntar(9427, 5044);
juntar(2231, 7081);
juntar(1207, 1088);
juntar(1064, 6591);
juntar(3373, 877);
juntar(3934, 6860);
juntar(3231, 6923);
juntar(9271, 4499);
juntar(5290, 9415);
juntar(5584, 4905);
juntar(532, 4787);
juntar(7201, 1300);
juntar(8345, 5183);
juntar(9538, 4130);
juntar(9351, 7850);
juntar(9431, 3676);
juntar(1659, 6541);
juntar(6059, 8882);
juntar(1391, 6727);
juntar(7130, 7090);
juntar(723, 2590);
juntar(3161, 2597);
juntar(3131, 6569);
juntar(9936, 6814);
juntar(6061, 1595);
juntar(5495, 9126);
juntar(5817, 2016);
juntar(3400, 5541);
juntar(8106, 1737);
juntar(8434, 1684);
juntar(372, 7080);
juntar(4364, 7774);
juntar(8837, 7515);
juntar(5977, 5849);
juntar(3990, 9525);
juntar(9174, 3680);
juntar(3146, 7626);
juntar(3610, 5577);
juntar(7672, 1822);
juntar(2091, 7617);
juntar(5478, 2634);
juntar(9741, 3661);
juntar(6460, 3241);
juntar(3802, 9021);
juntar(9725, 3253);
juntar(1877, 589);
juntar(6624, 154);
juntar(2397, 5843);
juntar(2900, 2565);
juntar(6133, 8245);
juntar(6570, 4122);
juntar(1710, 3250);
juntar(5584, 7993);
juntar(1236, 7396);
juntar(710, 9835);
juntar(4392, 2759);
juntar(4669, 1345);
juntar(648, 414);
juntar(8072, 7464);
juntar(9612, 9529);
juntar(6392, 7754);
juntar(8940, 3168);
juntar(9889, 6522);
juntar(7760, 7979);
juntar(174, 6837);
juntar(1043, 2554);
juntar(2939, 771);
juntar(7040, 8446);
juntar(6267, 1881);
juntar(5523, 8575);
juntar(7883, 6272);
juntar(9330, 67);
juntar(2733, 5392);
juntar(5506, 2452);
juntar(4369, 7137);
juntar(5198, 7589);
juntar(9732, 1817);
juntar(3378, 4679);
juntar(7153, 6049);
juntar(457, 2296);
juntar(1660, 762);
juntar(7910, 9497);
juntar(9992, 9135);
juntar(9132, 9754);
juntar(125, 6528);
juntar(4921, 4707);
juntar(6579, 7242);
juntar(234, 9557);
juntar(3269, 2281);
juntar(5131, 8279);
juntar(264, 8211);
juntar(8221, 4790);
juntar(9454, 9681);
juntar(5319, 5708);
juntar(6827, 7190);
juntar(9518, 1385);
juntar(5818, 7292);
juntar(1435, 4552);
juntar(7060, 4589);
juntar(9994, 74);
juntar(4692, 3580);
juntar(4786, 5095);
juntar(8413, 3714);
juntar(775, 6133);
juntar(3414, 2842);
juntar(4937, 8598);
juntar(7464, 2682);
juntar(2259, 4617);
juntar(5520, 4863);
juntar(5455, 7064);
juntar(7468, 7660);
juntar(8751, 1267);
juntar(3845, 1633);
juntar(1132, 966);
juntar(7750, 7015);
juntar(8557, 1806);
juntar(8517, 6952);
juntar(7818, 3900);
juntar(4191, 8444);
juntar(6961, 4797);
juntar(5373, 7221);
juntar(8494, 5585);
juntar(2565, 3646);
juntar(1936, 5778);
juntar(2793, 4266);
juntar(1731, 7168);
juntar(9001, 7612);
juntar(4995, 2848);
juntar(7462, 3488);
juntar(1144, 5279);
juntar(4298, 2106);
juntar(2045, 6426);
juntar(2070, 3188);
juntar(7001, 3779);
juntar(1384, 5400);
juntar(1648, 8351);
juntar(455, 3360);
juntar(3595, 4648);
juntar(7651, 2841);
juntar(547, 8038);
juntar(8203, 4792);
juntar(8532, 1950);
juntar(6437, 5310);
juntar(8869, 5877);
juntar(9198, 1788);
juntar(2556, 5339);
juntar(4407, 5160);
juntar(9856, 6570);
juntar(1152, 4326);
juntar(1046, 2031);
juntar(4101, 1684);
juntar(1533, 7602);
juntar(5603, 7987);
juntar(820, 8701);
juntar(3386, 698);
juntar(187, 548);
juntar(399, 2455);
juntar(8376, 7237);
juntar(6096, 5299);
juntar(8028, 5398);
juntar(5169, 1930);
juntar(8209, 818);
juntar(600, 7380);
juntar(9937, 609);
juntar(2803, 3257);
juntar(2325, 9237);
juntar(5553, 1956);
juntar(6665, 4068);
juntar(2430, 102);
juntar(4600, 4930);
juntar(4608, 8894);
juntar(4376, 2671);
juntar(1912, 3987);
juntar(6101, 3649);
juntar(4328, 9086);
juntar(2911, 704);
juntar(366, 5513);
juntar(15, 6232);
juntar(2059, 4675);
juntar(7664, 9734);
juntar(3710, 1585);
juntar(7314, 403);
juntar(3030, 5360);
juntar(2439, 5184);
juntar(8749, 6963);
juntar(6783, 4061);
juntar(8431, 5394);
juntar(3187, 7318);
juntar(3813, 955);
juntar(5554, 3992);
juntar(8729, 8307);
juntar(4997, 6797);
juntar(6437, 2575);
juntar(8773, 6458);
juntar(8975, 8956);
juntar(7215, 7532);
juntar(1113, 9991);
juntar(9531, 8604);
juntar(5369, 4944);
juntar(4102, 2006);
juntar(2611, 2573);
juntar(2697, 2125);
juntar(4837, 2005);
juntar(875, 6776);
juntar(2866, 6369);
juntar(8785, 3144);
juntar(1870, 404);
juntar(7551, 8339);
juntar(1965, 6329);
juntar(6482, 4750);
juntar(9394, 1937);
juntar(5450, 2071);
juntar(6219, 1092);
juntar(4975, 1126);
juntar(2926, 9587);
juntar(3754, 9416);
juntar(8832, 8663);
juntar(9714, 4728);
juntar(9770, 4422);
juntar(5998, 1035);
juntar(1192, 3795);
juntar(7730, 457);
juntar(7508, 6799);
juntar(8884, 6108);
juntar(5260, 400);
juntar(1154, 3258);
juntar(8559, 1433);
juntar(8287, 475);
juntar(101, 4805);
juntar(69, 8106);
juntar(45, 8422);
juntar(9852, 8827);
juntar(8033, 8184);
juntar(8317, 3820);
juntar(735, 4780);
juntar(4052, 8624);
juntar(8425, 8965);
juntar(8404, 4644);
juntar(9316, 3567);
juntar(8098, 5952);
juntar(9636, 8558);
juntar(4132, 6046);
juntar(760, 159);
juntar(9577, 6005);
juntar(2117, 6206);
juntar(2095, 3680);
juntar(29, 7759);
juntar(9207, 3387);
juntar(8168, 1288);
juntar(5662, 6959);
juntar(4892, 6699);
juntar(2590, 9934);
juntar(6369, 3889);
juntar(7591, 1172);
juntar(2098, 4609);
juntar(3341, 249);
juntar(1195, 6960);
juntar(9902, 4608);
juntar(3677, 7027);
juntar(2485, 7644);
juntar(810, 5892);
juntar(2134, 9621);
juntar(2612, 510);
juntar(1493, 5689);
juntar(8558, 3819);
juntar(1642, 9079);
juntar(9651, 2833);
juntar(8856, 3055);
juntar(6159, 3466);
juntar(2033, 2155);
juntar(5509, 7329);
juntar(2560, 1854);
juntar(9113, 8881);
juntar(8406, 5888);
juntar(5225, 948);
juntar(3362, 2169);
juntar(7319, 2842);
juntar(510, 1483);
juntar(3930, 8113);
juntar(6241, 7969);
juntar(6428, 8293);
juntar(7455, 6762);
juntar(5772, 4924);
juntar(9905, 2101);
juntar(7917, 4597);
juntar(117, 8747);
juntar(281, 803);
juntar(6749, 562);
juntar(8419, 1954);
juntar(9862, 2795);
juntar(2904, 7129);
juntar(8128, 8739);
juntar(1289, 9781);
juntar(4722, 7243);
juntar(8987, 4953);
juntar(2348, 4817);
juntar(5934, 7392);
juntar(6663, 4998);
juntar(2953, 6344);
juntar(5238, 8043);
juntar(2910, 7794);
juntar(6067, 6035);
juntar(6938, 6457);
juntar(5706, 2059);
juntar(5282, 7904);
juntar(2072, 7221);
juntar(5639, 5872);
juntar(1143, 5970);
juntar(9274, 1035);
juntar(9892, 8445);
juntar(6634, 5289);
juntar(73, 8377);
juntar(9703, 9946);
juntar(8764, 6462);
juntar(7934, 7149);
juntar(1920, 2038);
juntar(8210, 1292);
juntar(6635, 430);
juntar(7021, 1241);
juntar(6280, 9375);
juntar(4793, 4787);
juntar(240, 5561);
juntar(8129, 3873);
juntar(6587, 1516);
juntar(5652, 2901);
juntar(1697, 3841);
juntar(7032, 2678);
juntar(5546, 6058);
juntar(2861, 9418);
juntar(5248, 3273);
juntar(5087, 1626);
juntar(2214, 1257);
juntar(3851, 7661);
juntar(284, 9562);
juntar(6807, 3298);
juntar(3127, 6846);
juntar(1246, 1721);
juntar(9286, 6726);
juntar(7695, 8020);
juntar(2338, 4151);
juntar(6029, 6501);
juntar(1812, 5536);
juntar(1626, 1896);
juntar(7762, 733);
juntar(9567, 4893);
juntar(8167, 1265);
juntar(9513, 8339);
juntar(3706, 7221);
juntar(2487, 2916);
juntar(8886, 4671);
juntar(3526, 143);
juntar(1960, 6562);
juntar(926, 6129);
juntar(8660, 2668);
juntar(3618, 1693);
juntar(6344, 8347);
juntar(3148, 3147);
juntar(5850, 7628);
juntar(5617, 3364);
juntar(8089, 3448);
juntar(2050, 4565);
juntar(1199, 6757);
juntar(2640, 2683);
juntar(1931, 6624);
juntar(1551, 8131);
juntar(1904, 5497);
juntar(4091, 9333);
juntar(5301, 7324);
juntar(7386, 3472);
juntar(9658, 1387);
juntar(8995, 3564);
juntar(5507, 1354);
juntar(5295, 2201);
juntar(3799, 7349);
juntar(2930, 70);
juntar(2267, 8626);
juntar(2136, 1720);
juntar(3209, 5817);
juntar(316, 1929);
juntar(5498, 4668);
juntar(7914, 3547);
juntar(3088, 7678);
juntar(6309, 1646);
juntar(734, 6104);
juntar(9237, 9484);
juntar(5233, 2460);
juntar(5075, 8892);
juntar(7055, 2783);
juntar(7213, 1437);
juntar(2964, 8715);
juntar(3687, 6997);
juntar(4910, 1773);
juntar(5288, 3224);
juntar(4318, 6030);
juntar(3405, 2777);
juntar(3723, 891);
juntar(5039, 5187);
juntar(9657, 2639);
juntar(2606, 6748);
juntar(1656, 1992);
juntar(424, 4911);
juntar(2313, 5051);
juntar(8111, 3324);
juntar(2420, 6682);
juntar(3504, 9901);
juntar(3405, 8659);
juntar(4174, 3041);
juntar(6510, 9679);
juntar(7133, 513);
juntar(4464, 767);
juntar(884, 1397);
juntar(6749, 7497);
juntar(2645, 3962);
juntar(3996, 9985);
juntar(6249, 1373);
juntar(527, 2657);
juntar(3017, 2745);
juntar(6613, 8428);
juntar(8704, 9197);
juntar(3616, 6119);
juntar(4541, 3277);
juntar(5877, 5681);
juntar(9317, 5439);
juntar(2937, 3131);
juntar(2500, 3071);
juntar(4469, 5954);
juntar(5440, 5988);
juntar(8179, 188);
juntar(8862, 7289);
juntar(7840, 2396);
juntar(65, 9991);
juntar(4627, 3301);
juntar(2486, 7964);
juntar(9952, 4989);
juntar(3647, 4330);
juntar(2113, 261);
juntar(4875, 1740);
juntar(2269, 986);
juntar(7649, 6692);
juntar(7442, 2108);
juntar(6951, 4425);
juntar(9602, 9334);
juntar(1560, 1818);
juntar(198, 1491);
juntar(4888, 3196);
juntar(8966, 3014);
juntar(7660, 7989);
juntar(4304, 8111);
juntar(5492, 9763);
juntar(64, 5768);
juntar(274, 3328);
juntar(220, 3954);
juntar(4143, 325);
juntar(8542, 2131);
juntar(8781, 3987);
juntar(5157, 3496);
juntar(813, 626);
juntar(5642, 2241);
juntar(6133, 8777);
juntar(1203, 6591);
juntar(2151, 6938);
juntar(382, 5343);
juntar(7143, 7337);
juntar(3726, 4219);
juntar(163, 6295);
juntar(2916, 8462);
juntar(3302, 1381);
juntar(4954, 9803);
juntar(477, 1785);
juntar(174, 9162);
juntar(3375, 1123);
juntar(101, 1285);
juntar(5713, 1236);
juntar(7445, 3863);
juntar(1543, 1428);
juntar(5930, 1659);
juntar(1964, 107);
juntar(2017, 5636);
juntar(7346, 4768);
juntar(4136, 8153);
juntar(8884, 1905);
juntar(7521, 7945);
juntar(4180, 558);
juntar(4424, 2753);
juntar(6410, 1951);
juntar(93, 3262);
juntar(5611, 2935);
juntar(4676, 9279);
juntar(3613, 2816);
juntar(9, 8012);
juntar(1264, 1549);
juntar(8078, 4684);
juntar(7684, 2240);
juntar(4909, 7787);
juntar(6542, 2448);
juntar(9599, 4793);
juntar(3575, 6866);
juntar(3250, 9283);
juntar(2932, 8611);
juntar(6704, 7169);
juntar(7289, 7598);
juntar(9118, 7888);
juntar(8161, 2215);
juntar(1676, 6300);
juntar(8338, 4913);
juntar(2035, 2390);
juntar(7958, 3190);
juntar(5439, 8800);
juntar(9371, 4937);
juntar(7895, 731);
juntar(3668, 1154);
juntar(5260, 8827);
juntar(3476, 9618);
juntar(9651, 3257);
juntar(2504, 273);
juntar(1211, 6415);
juntar(2176, 6801);
juntar(8901, 2420);
juntar(9660, 9138);
juntar(8784, 3892);
juntar(9615, 8542);
juntar(1995, 360);
juntar(4067, 214);
juntar(7526, 8119);
juntar(946, 8466);
juntar(6802, 8327);
juntar(2047, 5941);
juntar(8090, 8708);
juntar(5432, 1501);
juntar(8761, 4376);
juntar(5612, 1053);
juntar(2581, 4932);
juntar(7264, 1800);
juntar(7366, 8299);
juntar(4671, 3188);
juntar(5573, 6526);
juntar(9601, 7177);
juntar(6694, 5208);
juntar(4913, 6353);
juntar(5693, 6063);
juntar(9847, 877);
juntar(6133, 1756);
juntar(5606, 4323);
juntar(143, 3104);
juntar(6673, 3993);
juntar(9920, 1398);
juntar(4082, 3539);
juntar(7049, 2826);
juntar(1779, 4358);
juntar(6646, 7669);
juntar(6165, 7576);
juntar(3014, 4308);
juntar(1919, 236);
juntar(2336, 6916);
juntar(4292, 7750);
juntar(5772, 6186);
juntar(9192, 9615);
juntar(3260, 4416);
juntar(7597, 6942);
juntar(4305, 9856);
juntar(100, 8447);
juntar(7086, 343);
juntar(702, 6195);
juntar(1321, 2937);
juntar(6392, 3628);
juntar(3523, 4525);
juntar(483, 6169);
juntar(5472, 8180);
juntar(3194, 9065);
juntar(8087, 1425);
juntar(2568, 8016);
juntar(3192, 5513);
juntar(2432, 5628);
juntar(5114, 9306);
juntar(1820, 746);
juntar(2546, 7434);
juntar(2065, 8326);
juntar(8649, 17);
juntar(3561, 4661);
juntar(3957, 430);
juntar(4125, 6507);
juntar(2370, 8350);
juntar(4811, 2912);
juntar(5210, 7627);
juntar(7078, 5427);
juntar(2142, 2406);
juntar(7270, 5769);
juntar(610, 365);
juntar(511, 9980);
juntar(7368, 8927);
juntar(6340, 4658);
juntar(6674, 8891);
juntar(2658, 3939);
juntar(9749, 23);
juntar(2904, 5550);
juntar(9242, 4866);
juntar(3761, 504);
juntar(588, 258);
juntar(7150, 3751);
juntar(9391, 883);
juntar(793, 2487);
juntar(284, 5527);
juntar(6189, 4690);
juntar(8034, 4691);
juntar(1528, 2962);
juntar(6135, 7672);
juntar(9712, 7754);
juntar(1583, 8318);
juntar(8487, 9680);
juntar(7083, 1284);
juntar(466, 2748);
juntar(3567, 4788);
juntar(5750, 9095);
juntar(6546, 1642);
juntar(8789, 1059);
juntar(9583, 7635);
juntar(4155, 8301);
juntar(6957, 5219);
juntar(2972, 6072);
juntar(5457, 898);
juntar(2888, 5703);
juntar(2152, 6715);
juntar(9699, 9932);
juntar(1010, 9798);
juntar(7964, 3760);
juntar(6228, 9057);
juntar(1328, 6214);
juntar(4305, 4798);
juntar(620, 9592);
juntar(22, 5309);
juntar(9270, 557);
juntar(3754, 4228);
juntar(1117, 1797);
juntar(8823, 3943);
juntar(5218, 3862);
juntar(7975, 3178);
juntar(5967, 4285);
juntar(7470, 1408);
juntar(4493, 5094);
juntar(5784, 8864);
juntar(9086, 448);
juntar(1449, 8451);
juntar(8258, 3275);
juntar(1186, 5140);
juntar(9882, 3495);
juntar(5139, 9129);
juntar(3864, 741);
juntar(779, 1369);
juntar(3791, 1267);
juntar(829, 3963);
juntar(5074, 2219);
juntar(3423, 3344);
juntar(3266, 6347);
juntar(4646, 1174);
juntar(6435, 6809);
juntar(4577, 6452);
juntar(9719, 4804);
juntar(8017, 2447);
juntar(8557, 2428);
juntar(177, 3776);
juntar(9442, 9363);
juntar(5808, 2172);
juntar(3540, 4801);
juntar(7443, 4336);
juntar(8992, 5348);
juntar(4773, 1606);
juntar(2330, 5555);
juntar(2495, 9155);
juntar(8070, 204);
juntar(8430, 1895);
juntar(8238, 6498);
juntar(7160, 5354);
juntar(381, 9917);
juntar(7020, 2414);
juntar(3403, 9641);
juntar(9857, 969);
juntar(5505, 8168);
juntar(3666, 3358);
juntar(7435, 5052);
juntar(7939, 5679);
juntar(7263, 6515);
juntar(364, 4035);
juntar(18, 1089);
juntar(1373, 5148);
juntar(6607, 6451);
juntar(9954, 808);
juntar(1707, 4097);
juntar(150, 9180);
juntar(9526, 6640);
juntar(2684, 1125);
juntar(9701, 7146);
juntar(295, 6364);
juntar(2987, 1159);
juntar(8515, 2590);
juntar(7824, 9852);
juntar(5871, 425);
juntar(4414, 7059);
juntar(8794, 8514);
juntar(2501, 3892);
juntar(6856, 5968);
juntar(2707, 2082);
juntar(3425, 3897);
juntar(8958, 1242);
juntar(5264, 3804);
juntar(1325, 5828);
juntar(2178, 8277);
juntar(4426, 4740);
juntar(4425, 8563);
juntar(6420, 224);
juntar(1261, 4404);
juntar(7594, 3027);
juntar(8760, 3788);
juntar(5549, 7582);
juntar(8793, 4177);
juntar(6076, 4439);
juntar(3984, 2199);
juntar(4958, 7095);
juntar(5311, 5785);
juntar(6139, 6932);
juntar(74, 1326);
juntar(5953, 3073);
juntar(7939, 8507);
juntar(1469, 3588);
juntar(1925, 7212);
juntar(3363, 751);
juntar(9357, 4111);
juntar(213, 5795);
juntar(5039, 1368);
juntar(1607, 7976);
juntar(5203, 6296);
juntar(2064, 8658);
