juntar(1870, 2812);
juntar(7591, 2602);
juntar(9445, 1189);
juntar(1579, 1270);
juntar(4419, 9584);
juntar(7341, 7503);
juntar(2262, 7332);
juntar(2642, 1054);
juntar(8554, 9942);
juntar(8817, 4434);
juntar(6881, 1300);
juntar(5852, 1153);
juntar(6254, 737);
juntar(5688, 5540);
juntar(4334, 4048);
juntar(2418, 2483);
juntar(2483, 911);
juntar(9060, 8104);
juntar(3582, 3995);
juntar(1951, 7863);
juntar(3812, 5645);
juntar(5422, 6872);
juntar(5142, 6533);
juntar(1425, 8305);
juntar(6152, 6863);
juntar(1004, 9707);
juntar(4970, 4840);
juntar(7138, 3737);
juntar(9643, 8971);
juntar(1352, 9408);
juntar(8016, 467);
juntar(9719, 2259);
juntar(1359, 9539);
juntar(7401, 7050);
juntar(3374, 4678);
juntar(4713, 4539);
juntar(8996, 7167);
juntar(1836, 4716);
juntar(5423, 4017);
juntar(3790, 2450);
juntar(1206, 1251);
juntar(2028, 7934);
juntar(7895, 6084);
juntar(4113, 3538);
juntar(2742, 881);
juntar(8346, 711);
juntar(262, 3995);
juntar(5905, 5448);
juntar(5073, 2607);
juntar(9112, 8485);
juntar(8373, 491);
juntar(748, 6875);
juntar(5645, 9273);
juntar(6012, 6871);
juntar(3750, 5196);
juntar(5673, 4178);
juntar(1435, 4674);
juntar(6237, 6523);
juntar(8450, 973);
juntar(550, 5225);
juntar(4982, 1249);
juntar(142, 7002);
juntar(4917, 7882);
juntar(8844, 4597);
juntar(3539, 534);
juntar(5727, 4963);
juntar(2738, 5694);
juntar(4260, 6739);
juntar(4524, 8611);
juntar(3712, 4539);
juntar(6701, 8448);
juntar(8324, 6160);
juntar(2931, 1269);
juntar(9505, 265);
juntar(3095, 7027);
juntar(6435, 6288);
juntar(8858, 6115);
juntar(845, 5385);
juntar(3641, 8234);
juntar(2428, 1077);
juntar(5830, 1351);
juntar(2424, 915);
juntar(8988, 1328);
juntar(4187, 5978);
juntar(3065, 3449);
juntar(1253, 3288);
juntar(6174, 5518);
juntar(5349, 7355);
juntar(7360, 8451);
juntar(9084, 952);
juntar(6973, 4377);
juntar(638, 1973);
juntar(2753, 4120);
juntar(666, 2762);
juntar(6539, 5660);
juntar(4862, 636);
juntar(8629, 2662);
juntar(9121, 3524);
juntar(4265, 7491);
juntar(8118, 2594);
juntar(9434, 6260);
juntar(2236, 4540);
juntar(1269, 4418);
juntar(2249, 9814);
juntar(1660, 131);
juntar(5964, 9497);
juntar(1416, 9286);
juntar(6074, 2713);
juntar(6262, 341);
juntar(3907, 8574);
juntar(5301, 9425);
juntar(9453, 1455);
juntar(7177, 6110);
juntar(4085, 6089);
juntar(9094, 8117);
juntar(8712, 9432);
juntar(9109, 8810);
juntar(6778, 9567);
juntar(2674, 4828);
juntar(8461, 7991);
juntar(237, 2421);
juntar(9715, 553);
juntar(3957, 173);
juntar(7370, 4056);
juntar(8012, 2631);
juntar(9430, 48);
juntar(8835, 4098);
juntar(7907, 4711);
juntar(8718, 4335);
juntar(36, 3895);
juntar(8641, 8245);
juntar(2609, 5354);
juntar(3948, 9747);
juntar(3238, 5987);
juntar(9549, 5995);
juntar(1904, 543);
juntar(9660, 1857);
juntar(5854, 9632);
juntar(836, 6144);
juntar(1035, 9103);
juntar(5985, 453);
juntar(3648, 9942);
juntar(1402, 8704);
juntar(6111, 7623);
juntar(8449, 441);
juntar(2746, 2585);
juntar(6475, 3800);
juntar(1849, 8930);
juntar(3764, 4686);
juntar(2446, 6756);
juntar(8913, 7134);
juntar(6013, 4646);
juntar(5863, 6103);
juntar(5687, 2722);
juntar(2014, 8011);
juntar(8120, 3434);
juntar(343, 6223);
juntar(5991, 6785);
juntar(3247, 8376);
juntar(2434, 9020);
juntar(7964, 9959);
juntar(2147, 9025);
juntar(825, 3866);
juntar(7788, 4609);
juntar(393, 8801);
juntar(4432, 1664);
juntar(7526, 332);
juntar(9283, 2794);
juntar(3839, 7169);
juntar(8670, 8410);
juntar(8681, 1823);
juntar(9390, 2542);
juntar(8744, 9144);
juntar(6895, 7623);
juntar(3742, 8501);
juntar(8511, 7388);
juntar(6203, 5306);
juntar(5929, 4676);
juntar(3345, 5461);
juntar(7515, 1410);
juntar(4275, 1910);
juntar(7653, 1327);
juntar(6276, 5939);
juntar(7311, 2106);
juntar(9838, 7123);
juntar(7257, 2498);
juntar(3264, 4887);
juntar(2985, 1764);
juntar(4170, 1546);
juntar(8271, 3267);
juntar(7012, 1373);
juntar(2535, 1435);
juntar(2900, 2752);
juntar(5652, 1461);
juntar(365, 813);
juntar(2763, 4099);
juntar(3514, 6063);
juntar(724, 3683);
juntar(7060, 481);
juntar(7337, 6139);
juntar(6064, 6301);
juntar(4261, 5125);
juntar(1942, 4295);
juntar(4587, 8714);
juntar(5247, 7722);
juntar(6494, 6030);
juntar(74, 5344);
juntar(5051, 3140);
juntar(4529, 1880);
juntar(5341, 139);
juntar(6659, 7136);
juntar(1331, 6869);
juntar(5463, 5633);
juntar(6644, 2984);
juntar(2175, 7049);
juntar(5284, 9187);
juntar(7873, 4025);
juntar(2698, 384);
juntar(9648, 7952);
juntar(91, 8214);
juntar(9069, 5269);
juntar(7870, 9978);
juntar(3474, 6472);
juntar(7246, 3315);
juntar(2753, 7552);
juntar(2595, 1166);
juntar(1703, 8904);
juntar(999, 9526);
juntar(786, 9898);
juntar(9526, 1292);
juntar(6197, 8208);
juntar(5298, 3093);
juntar(3469, 1811);
juntar(8147, 8439);
juntar(7586, 8096);
juntar(763, 9723);
juntar(6515, 8922);
juntar(6625, 3668);
juntar(4416, 2676);
juntar(1736, 9660);
juntar(5368, 4367);
juntar(2187, 8072);
juntar(8429, 2628);
juntar(5938, 6170);
juntar(37, 8135);
juntar(3825, 2474);
juntar(369, 1389);
juntar(1791, 6553);
juntar(6104, 9085);
juntar(3605, 150);
juntar(3236, 7328);
juntar(913, 7274);
juntar(79, 6894);
juntar(5377, 5399);
juntar(2401, 381);
juntar(5863, 7319);
juntar(9753, 3631);
juntar(2171, 3325);
juntar(4493, 4131);
juntar(5636, 6372);
juntar(2727, 7204);
juntar(6067, 8693);
juntar(9484, 6800);
juntar(3980, 6922);
juntar(8772, 1394);
juntar(6832, 4189);
juntar(2868, 7136);
juntar(8057, 1900);
juntar(4187, 9715);
juntar(8116, 948);
juntar(7361, 3670);
juntar(7482, 1937);
juntar(8817, 2813);
juntar(2483, 6703);
juntar(6029, 8320);
juntar(6304, 8861);
juntar(8901, 1638);
juntar(9076, 9405);
juntar(1271, 7814);
juntar(2932, 4526);
juntar(1407, 1122);
juntar(214, 6656);
juntar(6547, 8919);
juntar(5583, 6570);
juntar(8019, 1569);
juntar(5684, 3821);
juntar(293, 5938);
juntar(3255, 5216);
juntar(9445, 7510);
juntar(6043, 6163);
juntar(3913, 1468);
juntar(4800, 7703);
juntar(3209, 6230);
juntar(8707, 2852);
juntar(8279, 3882);
juntar(1101, 9459);
juntar(583, 697);
juntar(3112, 3205);
juntar(5647, 7514);
juntar(7919, 3619);
juntar(835, 4128);
juntar(3752, 7995);
juntar(6395, 4037);
juntar(9438, 2976);
juntar(3447, 5914);
juntar(2365, 1207);
juntar(2517, 5984);
juntar(5040, 983);
juntar(1474, 1120);
juntar(3066, 56);
juntar(2262, 5922);
juntar(4369, 900);
juntar(1707, 8310);
juntar(6713, 3656);
juntar(2856, 7222);
juntar(8201, 4677);
juntar(9794, 2898);
juntar(3298, 3161);
juntar(699, 4929);
juntar(5175, 5703);
juntar(1003, 5767);
juntar(3653, 8754);
juntar(975, 7690);
juntar(6916, 1989);
juntar(9772, 9385);
juntar(4249, 1312);
juntar(1065, 4228);
juntar(6589, 8912);
juntar(3720, 6126);
juntar(1389, 9119);
juntar(4691, 331);
juntar(8431, 3106);
juntar(278, 6048);
juntar(3589, 2469);
juntar(6207, 4838);
juntar(8289, 1614);
juntar(6613, 3833);
juntar(3409, 1511);
juntar(6940, 5597);
juntar(7711, 2887);
juntar(5997, 7124);
juntar(2561, 5186);
juntar(8006, 8865);
juntar(6626, 8752);
juntar(6292, 994);
juntar(6549, 1612);
juntar(6506, 8143);
juntar(2152, 8928);
juntar(8713, 5756);
juntar(7653, 2772);
juntar(4525, 898);
juntar(3572, 2209);
juntar(7543, 7852);
juntar(7534, 8837);
juntar(2842, 4180);
juntar(6018, 912);
juntar(3938, 6050);
juntar(3251, 4);
juntar(3762, 2574);
juntar(7898, 7680);
juntar(9519, 7665);
juntar(2989, 6180);
juntar(9998, 4498);
juntar(9609, 6257);
juntar(7893, 2040);
juntar(266, 7369);
juntar(8999, 5303);
juntar(3577, 331);
juntar(4770, 1010);
juntar(7934, 115);
juntar(4650, 8152);
juntar(8152, 7042);
juntar(9847, 8573);
juntar(5739, 7851);
juntar(757, 6166);
juntar(414, 4258);
juntar(6124, 4499);
juntar(7749, 5513);
juntar(3224, 1804);
juntar(5417, 3231);
juntar(4800, 9101);
juntar(8423, 1253);
juntar(349, 1960);
juntar(1906, 718);
juntar(6433, 8899);
juntar(8622, 622);
juntar(3133, 9743);
juntar(7067, 7181);
juntar(1518, 5393);
juntar(5341, 1062);
juntar(40, 6428);
juntar(5320, 165);
juntar(6150, 1683);
juntar(1466, 7066);
juntar(3104, 9555);
juntar(8724, 4444);
juntar(928, 4158);
juntar(4321, 8850);
juntar(4803, 5637);
juntar(9007, 3063);
juntar(3778, 8979);
juntar(4321, 9897);
juntar(7616, 8471);
juntar(3774, 5847);
juntar(9852, 5583);
juntar(7503, 1217);
juntar(677, 6524);
juntar(1935, 4498);
juntar(4157, 1942);
juntar(8226, 2679);
juntar(434, 5363);
juntar(5883, 5878);
juntar(5104, 8786);
juntar(834, 4267);
juntar(4733, 3613);
juntar(458, 7571);
juntar(9607, 2540);
juntar(1570, 2610);
juntar(2244, 3420);
juntar(1255, 2344);
juntar(2932, 9181);
juntar(4526, 634);
juntar(1631, 8888);
juntar(7297, 583);
juntar(8924, 3751);
juntar(7920, 694);
juntar(7395, 8478);
juntar(5610, 2332);
juntar(8812, 2757);
juntar(9497, 4034);
juntar(1790, 9832);
juntar(7763, 3013);
juntar(9224, 9171);
juntar(2325, 1932);
juntar(4737, 8016);
juntar(882, 9450);
juntar(2597, 2274);
juntar(4793, 6367);
juntar(6148, 634);
juntar(8198, 5278);
juntar(5642, 7048);
juntar(1095, 576);
juntar(7564, 5818);
juntar(6657, 7359);
juntar(4014, 372);
juntar(978, 2350);
juntar(2536, 1551);
juntar(1642, 7286);
juntar(3880, 3716);
juntar(62, 5403);
juntar(7655, 7300);
juntar(1328, 4597);
juntar(3514, 4590);
juntar(4504, 6695);
juntar(8642, 1448);
juntar(5732, 781);
juntar(611, 1450);
juntar(6308, 34);
juntar(8421, 493);
juntar(7976, 5691);
juntar(3473, 9305);
juntar(8061, 8823);
juntar(6583, 8488);
juntar(7820, 467);
juntar(6727, 5738);
juntar(8383, 3300);
juntar(2153, 7704);
juntar(9987, 3554);
juntar(4747, 9582);
juntar(1897, 119);
juntar(4079, 3995);
juntar(2329, 8935);
juntar(8443, 6961);
juntar(9983, 4634);
juntar(6363, 2828);
juntar(1382, 8176);
juntar(3573, 1938);
juntar(1122, 8722);
juntar(7225, 4477);
juntar(5322, 369);
juntar(1256, 1487);
juntar(2119, 9511);
juntar(4243, 9330);
juntar(6888, 6603);
juntar(3831, 7020);
juntar(3982, 6858);
juntar(9865, 6815);
juntar(1304, 8040);
juntar(1750, 7188);
juntar(8758, 9924);
juntar(4210, 3892);
juntar(6723, 9206);
juntar(9645, 9198);
juntar(6111, 5712);
juntar(4573, 1615);
juntar(7257, 601);
juntar(2253, 8357);
juntar(933, 4900);
juntar(3557, 719);
juntar(1114, 7231);
juntar(3347, 8074);
juntar(5766, 2838);
juntar(226, 9724);
juntar(8889, 2154);
juntar(3350, 5054);
juntar(4344, 6052);
juntar(1214, 1519);
juntar(9543, 6651);
juntar(3787, 6898);
juntar(5026, 7105);
juntar(1190, 6914);
juntar(4118, 1122);
juntar(9242, 1852);
juntar(5421, 3175);
juntar(4599, 6132);
juntar(9714, 3300);
juntar(9991, 2907);
juntar(1983, 6190);
juntar(3096, 1719);
juntar(8781, 2900);
juntar(960, 1009);
juntar(876, 4880);
juntar(5575, 8839);
juntar(1251, 4291);
juntar(5184, 4571);
juntar(8894, 1600);
juntar(226, 1451);
juntar(9566, 1299);
juntar(2431, 5046);
juntar(5721, 9262);
juntar(512, 5322);
juntar(9121, 737);
juntar(6147, 759);
juntar(1324, 6243);
juntar(9499, 1370);
juntar(9179, 3777);
juntar(4393, 3744);
juntar(4769, 9613);
juntar(9444, 5299);
juntar(1784, 6745);
juntar(2937, 6811);
juntar(3250, 9530);
juntar(6053, 2019);
juntar(8725, 5462);
juntar(1162, 551);
juntar(2611, 170);
juntar(9333, 5811);
juntar(9069, 9712);
juntar(3958, 2535);
juntar(3161, 5020);
juntar(5438, 9727);
juntar(2328, 6961);
juntar(5256, 3406);
juntar(7067, 6907);
juntar(6435, 189);
juntar(4776, 6904);
juntar(1378, 7109);
juntar(6114, 5604);
juntar(7400, 5275);
juntar(8970, 962);
juntar(4859, 4976);
juntar(1117, 8361);
juntar(2757, 7666);
juntar(9007, 3322);
juntar(1902, 5898);
juntar(6782, 1228);
juntar(6276, 5721);
juntar(6558, 2618);
juntar(9148, 7307);
juntar(8302, 1499);
juntar(1636, 8670);
juntar(5220, 5864);
juntar(7897, 4192);
juntar(8470, 4152);
juntar(2985, 4395);
juntar(3220, 8728);
juntar(6470, 5889);
juntar(6612, 7622);
juntar(7394, 771);
juntar(7015, 8768);
juntar(3862, 2850);
juntar(3113, 6755);
juntar(3622, 4057);
juntar(825, 704);
juntar(358, 8137);
juntar(5842, 3316);
juntar(4118, 296);
juntar(9639, 5354);
juntar(3262, 861);
juntar(7246, 6871);
juntar(9654, 8218);
juntar(5730, 6323);
juntar(8420, 1283);
juntar(3425, 1429);
juntar(8527, 4607);
juntar(1224, 1043);
juntar(697, 9823);
juntar(8952, 5666);
juntar(4717, 5623);
juntar(1754, 5276);
juntar(9059, 4683);
juntar(3748, 7101);
juntar(1944, 43);
juntar(8748, 2674);
juntar(4441, 5328);
juntar(789, 3063);
juntar(3014, 2903);
juntar(379, 3499);
juntar(1057, 1539);
juntar(5938, 3820);
juntar(6376, 524);
juntar(3726, 9108);
juntar(4316, 269);
juntar(3692, 5692);
juntar(4316, 385);
juntar(3177, 1298);
juntar(1007, 5033);
juntar(5128, 4530);
juntar(9681, 1829);
juntar(2622, 8120);
juntar(9927, 5054);
juntar(6848, 2389);
juntar(565, 6075);
juntar(1463, 257);
juntar(3597, 3883);
juntar(2197, 2765);
juntar(4856, 6519);
juntar(6994, 4578);
juntar(4249, 9743);
juntar(8555, 2229);
juntar(9075, 2790);
juntar(8176, 3946);
juntar(9741, 2297);
juntar(6989, 8831);
juntar(8406, 4545);
juntar(8360, 4917);
juntar(7558, 3087);
juntar(3050, 103);
juntar(7339, 3476);
juntar(6986, 7401);
juntar(7572, 9358);
juntar(8, 6029);
juntar(2835, 4507);
juntar(2797, 2899);
juntar(6722, 3495);
juntar(8318, 4829);
juntar(4436, 9665);
juntar(3624, 415);
juntar(1275, 2813);
juntar(7590, 1904);
juntar(8220, 579);
juntar(256, 1656);
juntar(4838, 6902);
juntar(9877, 4803);
juntar(4034, 8117);
juntar(4449, 9596);
juntar(2779, 2279);
juntar(5547, 9550);
juntar(7898, 103);
juntar(3616, 7034);
juntar(6225, 6558);
juntar(5539, 6195);
juntar(4009, 616);
juntar(7226, 4229);
juntar(1300, 6865);
juntar(6296, 3939);
juntar(3253, 6839);
juntar(2458, 7218);
juntar(1764, 9734);
juntar(6148, 8673);
juntar(7646, 1928);
juntar(9146, 923);
juntar(5727, 2202);
juntar(4457, 8300);
juntar(2602, 4890);
juntar(6561, 3644);
juntar(9590, 6332);
juntar(7291, 3677);
juntar(1461, 933);
juntar(7059, 2043);
juntar(4877, 1894);
juntar(5932, 5533);
juntar(9180, 8279);
juntar(4138, 8211);
juntar(6141, 4421);
juntar(6995, 225);
juntar(4606, 9908);
juntar(4948, 2938);
juntar(582, 8381);
juntar(5458, 9660);
juntar(3237, 1201);
juntar(9785, 1768);
juntar(2555, 7676);
juntar(4387, 3263);
juntar(4896, 6986);
juntar(3614, 2952);
juntar(8640, 8211);
juntar(7638, 2317);
juntar(3225, 3928);
juntar(7161, 8900);
juntar(1413, 9740);
juntar(4343, 9547);
juntar(6415, 6773);
juntar(7600, 5227);
juntar(2615, 6735);
juntar(6447, 9286);
juntar(1090, 9391);
juntar(1400, 4002);
juntar(8846, 493);
juntar(3107, 6075);
juntar(3744, 4127);
juntar(4336, 296);
juntar(5486, 7208);
juntar(8219, 2065);
juntar(6672, 5411);
juntar(6242, 3637);
juntar(6979, 9242);
juntar(9887, 6045);
juntar(7777, 6110);
juntar(510, 8463);
juntar(4151, 9310);
juntar(3102, 9478);
juntar(6198, 7611);
juntar(896, 188);
juntar(1740, 9819);
juntar(9431, 7364);
juntar(8144, 7092);
juntar(667, 5971);
juntar(1779, 2075);
juntar(1, 4320);
juntar(9879, 7976);
juntar(1623, 1797);
juntar(1015, 2596);
juntar(573, 8688);
juntar(7236, 2028);
juntar(3037, 9964);
juntar(3017, 6242);
juntar(9985, 51);
juntar(3612, 4088);
juntar(3054, 3591);
juntar(8146, 8413);
juntar(5763, 8002);
juntar(828, 2898);
juntar(7584, 7230);
juntar(7044, 1010);
juntar(3183, 2512);
juntar(9781, 4020);
juntar(4230, 5203);
juntar(5801, 9421);
juntar(6572, 8748);
juntar(308, 3304);
juntar(1287, 1746);
juntar(3484, 219);
juntar(4146, 1703);
juntar(2158, 1895);
juntar(4364, 9578);
juntar(5170, 1840);
juntar(165, 8477);
juntar(1505, 6244);
juntar(5644, 5993);
juntar(6162, 2932);
juntar(693, 8575);
juntar(9907, 9113);
juntar(3343, 8065);
juntar(5539, 5627);
juntar(1765, 5053);
juntar(5119, 37);
juntar(1402, 1083);
juntar(9720, 3444);
juntar(1229, 1885);
juntar(5692, 6232);
juntar(1940, 6806);
juntar(9191, 6064);
juntar(8079, 5388);
juntar(3751, 7417);
juntar(5520, 652);
juntar(4074, 5694);
juntar(5540, 68);
juntar(2883, 526);
juntar(6764, 9407);
juntar(6679, 2253);
juntar(6714, 1722);
juntar(538, 2795);
juntar(5350, 3563);
juntar(1734, 7099);
juntar(4069, 3168);
juntar(6864, 4195);
juntar(4935, 900);
juntar(7433, 7533);
juntar(6559, 438);
juntar(4387, 2682);
juntar(5048, 380);
juntar(2970, 6797);
juntar(665, 9793);
juntar(5446, 8252);
juntar(3479, 7997);
juntar(735, 6803);
juntar(4148, 8415);
juntar(6811, 4272);
juntar(9215, 8645);
juntar(3826, 3307);
juntar(3804, 4116);
juntar(3376, 7059);
juntar(8459, 633);
juntar(2035, 5767);
juntar(1001, 1927);
juntar(5367, 7194);
juntar(8761, 1935);
juntar(1993, 6602);
juntar(1299, 7915);
juntar(5953, 8538);
juntar(8824, 9787);
juntar(9617, 7085);
juntar(6936, 3074);
juntar(8696, 3429);
juntar(3994, 7713);
juntar(5530, 9595);
juntar(3472, 2650);
juntar(6742, 5044);
juntar(9993, 6611);
juntar(6627, 8447);
juntar(4368, 8751);
juntar(8164, 388);
juntar(9938, 8968);
juntar(9434, 4042);
juntar(9814, 6581);
juntar(4390, 9902);
juntar(2156, 7833);
juntar(3442, 7550);
juntar(8569, 7168);
juntar(1102, 2154);
juntar(8879, 4637);
juntar(5066, 5857);
juntar(4116, 1923);
juntar(3546, 4601);
juntar(8310, 2455);
juntar(5399, 9002);
juntar(8920, 6891);
juntar(653, 3888);
juntar(5136, 3828);
juntar(7427, 4838);
juntar(3077, 7039);
juntar(4881, 1665);
juntar(7014, 4737);
juntar(866, 8128);
juntar(6133, 3438);
juntar(7216, 4404);
juntar(7057, 8824);
juntar(5284, 3817);
juntar(3389, 8682);
juntar(9207, 8178);
juntar(4881, 8478);
juntar(4675, 6698);
juntar(445, 8407);
juntar(6494, 1900);
juntar(1241, 1874);
juntar(9149, 2209);
juntar(2303, 9258);
juntar(702, 4975);
juntar(3786, 7573);
juntar(1899, 5567);
juntar(5797, 6142);
juntar(9144, 7861);
juntar(3994, 781);
juntar(2112, 8991);
juntar(6659, 4145);
juntar(4233, 6502);
juntar(7804, 7871);
juntar(6985, 9225);
juntar(4984, 2939);
juntar(7022, 4119);
juntar(5000, 8273);
juntar(8518, 84);
juntar(5409, 4043);
juntar(1784, 6331);
juntar(4877, 5318);
juntar(3234, 7269);
juntar(783, 3795);
juntar(1043, 8081);
juntar(8230, 166);
juntar(5504, 5153);
juntar(606, 7365);
juntar(2982, 3350);
juntar(8207, 5385);
juntar(7637, 7783);
juntar(8059, 1691);
juntar(5627, 1124);
juntar(5067, 7314);
juntar(2386, 8819);
juntar(1870, 7662);
juntar(4728, 3607);
juntar(2373, 8789);
juntar(6061, 7632);
juntar(1846, 4417);
juntar(4758, 5144);
juntar(4668, 6349);
juntar(2889, 1292);
juntar(9334, 1099);
juntar(4926, 2827);
juntar(9175, 8507);
juntar(3788, 4674);
juntar(6405, 3933);
juntar(4640, 2281);
juntar(6544, 4211);
juntar(5241, 3406);
juntar(66, 8957);
juntar(5315, 4583);
juntar(8208, 3069);
juntar(6400, 6884);
juntar(258, 3276);
juntar(7954, 2802);
juntar(369, 1466);
juntar(5112, 1081);
juntar(2966, 182);
juntar(8405, 9141);
juntar(7159, 1149);
juntar(6020, 3388);
juntar(2198, 5994);
juntar(4718, 6145);
juntar(8019, 9411);
juntar(6402, 4188);
juntar(7142, 8969);
juntar(3511, 7963);
juntar(6830, 2441);
juntar(7911, 2421);
juntar(3280, 3132);
juntar(4751, 134);
juntar(2835, 5975);
juntar(4888, 4837);
juntar(8756, 2389);
juntar(6890, 8877);
juntar(5894, 9825);
juntar(2408, 1189);
juntar(9780, 2751);
juntar(6731, 3356);
juntar(1110, 5401);
juntar(9716, 72);
juntar(1358, 3052);
juntar(981, 6907);
juntar(367, 7821);
juntar(7226, 2649);
juntar(2143, 6983);
juntar(8863, 5695);
juntar(809, 6718);
juntar(7747, 3984);
juntar(4686, 1810);
juntar(7742, 5774);
juntar(2817, 2333);
juntar(5095, 4206);
juntar(4891, 1630);
juntar(6143, 2043);
juntar(2506, 6011);
juntar(5756, 4239);
juntar(6946, 5499);
juntar(1097, 5053);
juntar(6291, 6685);
juntar(1768, 3317);
juntar(2527, 3303);
juntar(9227, 4162);
juntar(7559, 7469);
juntar(5480, 8015);
juntar(5572, 4718);
juntar(3473, 8000);
juntar(7979, 8939);
juntar(9363, 5018);
juntar(6396, 9095);
juntar(9898, 5722);
juntar(8504, 8227);
juntar(6519, 2360);
juntar(1457, 6653);
juntar(1450, 5041);
juntar(7589, 5508);
juntar(71, 6357);
juntar(7540, 3796);
juntar(8139, 5492);
juntar(6675, 1998);
juntar(2087, 3958);
juntar(1667, 7934);
juntar(5504, 7926);
juntar(5466, 6056);
juntar(5205, 2745);
juntar(514, 9646);
juntar(5806, 3701);
juntar(2055, 6492);
juntar(2620, 3310);
juntar(5623, 2534);
juntar(8857, 9543);
juntar(5423, 4688);
juntar(4606, 1223);
juntar(3194, 3630);
juntar(1895, 6565);
juntar(353, 9625);
juntar(2225, 8335);
juntar(9766, 9703);
juntar(424, 4404);
juntar(7310, 2427);
juntar(1399, 5634);
juntar(7547, 7309);
juntar(4427, 3972);
juntar(2304, 9516);
juntar(2994, 2376);
juntar(5702, 6951);
juntar(6870, 4784);
juntar(4300, 5983);
juntar(7101, 8725);
juntar(6387, 4189);
juntar(3916, 5339);
juntar(195, 3275);
juntar(2155, 1628);
juntar(6809, 3056);
juntar(8754, 7539);
juntar(9908, 7807);
juntar(2079, 6146);
juntar(1106, 9633);
juntar(3455, 8621);
juntar(6626, 9580);
juntar(7090, 6974);
juntar(8338, 6126);
juntar(5790, 6571);
juntar(9736, 2439);
juntar(6363, 7373);
juntar(5378, 8311);
juntar(390, 7500);
juntar(490, 39);
juntar(3189, 5240);
juntar(5981, 1686);
juntar(6200, 5969);
juntar(2939, 4142);
juntar(5807, 8545);
juntar(9843, 4185);
juntar(4606, 1721);
juntar(5177, 4345);
juntar(9568, 4860);
juntar(7913, 5813);
juntar(5173, 8813);
juntar(8425, 826);
juntar(8602, 2209);
juntar(2767, 8038);
juntar(8405, 5610);
juntar(4013, 4224);
juntar(7635, 959);
juntar(5321, 8310);
juntar(7421, 6635);
juntar(776, 9256);
juntar(7145, 8987);
juntar(1678, 7541);
juntar(2996, 9736);
juntar(7923, 1159);
juntar(7501, 4845);
juntar(6398, 914);
juntar(8843, 4553);
juntar(901, 6564);
juntar(253, 6149);
juntar(976, 4857);
juntar(6580, 759);
juntar(313, 2917);
juntar(7250, 2921);
juntar(8822, 5546);
juntar(2282, 7061);
juntar(6406, 3027);
juntar(731, 8107);
juntar(527, 6783);
juntar(9034, 4421);
juntar(4190, 3858);
juntar(63, 5);
juntar(5708, 7601);
juntar(2396, 9489);
juntar(6706, 1159);
juntar(3296, 3818);
juntar(223, 2441);
juntar(8206, 6717);
juntar(6502, 4036);
juntar(4183, 2070);
juntar(36, 9274);
juntar(4617, 126);
juntar(7844, 6071);
juntar(7845, 6105);
juntar(5531, 3491);
juntar(2801, 8221);
juntar(4703, 2083);
juntar(738, 3395);
juntar(2557, 7932);
juntar(3219, 8003);
juntar(2056, 2134);
juntar(3081, 7889);
juntar(9004, 1900);
juntar(6877, 6580);
juntar(550, 6890);
juntar(4420, 3127);
juntar(8176, 4513);
juntar(3487, 1343);
juntar(7049, 924);
juntar(5485, 337);
juntar(2784, 239);
juntar(936, 2173);
juntar(6124, 3075);
juntar(2006, 6263);
juntar(5810, 6976);
juntar(2989, 1679);
juntar(9, 5460);
juntar(8648, 7923);
juntar(7068, 9521);
juntar(4625, 1926);
juntar(7074, 5235);
juntar(3738, 4045);
juntar(6722, 3783);
juntar(6942, 8629);
juntar(1340, 5724);
juntar(7941, 5401);
juntar(9562, 9586);
juntar(6024, 6305);
juntar(8095, 5992);
juntar(2549, 8763);
juntar(6335, 2425);
juntar(2691, 339);
juntar(3126, 485);
juntar(5552, 1702);
juntar(901, 7012);
juntar(2554, 4460);
juntar(5627, 2828);
juntar(6147, 7979);
juntar(4520, 7980);
juntar(8279, 4588);
juntar(7315, 391);
juntar(862, 5726);
juntar(1053, 5576);
juntar(8474, 2539);
juntar(2782, 8707);
juntar(6943, 3164);
juntar(9360, 6718);
juntar(125, 5559);
juntar(8641, 7370);
juntar(1182, 9072);
juntar(1698, 4247);
juntar(3980, 167);
juntar(1495, 1488);
juntar(4839, 7745);
juntar(9392, 9740);
juntar(4802, 1277);
juntar(7261, 5309);
juntar(7834, 658);
juntar(9582, 7725);
juntar(912, 87);
juntar(6909, 7122);
juntar(7858, 9569);
juntar(9325, 1659);
juntar(9916, 6701);
juntar(6127, 7021);
juntar(2587, 8277);
juntar(5848, 4511);
juntar(57, 5964);
juntar(8979, 1648);
juntar(5636, 2783);
juntar(4235, 9314);
juntar(9084, 7491);
juntar(8077, 2509);
juntar(9447, 2050);
juntar(6343, 7522);
juntar(5058, 3356);
juntar(6306, 6967);
juntar(754, 4123);
juntar(7235, 5534);
juntar(6021, 9433);
juntar(7659, 3514);
juntar(6794, 4802);
juntar(7907, 2242);
juntar(7919, 8847);
juntar(7196, 5416);
juntar(2934, 8622);
juntar(5624, 2931);
juntar(2721, 8530);
juntar(2683, 9350);
juntar(4872, 4349);
juntar(5626, 7415);
juntar(1118, 2345);
juntar(2947, 8116);
juntar(1077, 9728);
juntar(512, 2735);
juntar(6743, 6758);
juntar(485, 9034);
juntar(3633, 2703);
juntar(6079, 3276);
juntar(1313, 7544);
juntar(8362, 2128);
juntar(8155, 8841);
